dataset1,dataset2,Selectivity,Class, dataset1Cardinality, dataset2Cardinality, dataset1GridNPartitions, dataset2GridNPartitions,resultSJSize, BNLJMBRTests, BNLJjobsTimes, BNLJjobsTimesRelStdDev, BNLJsizeJoins, BNLJsizeJoinsRelStdDev,PBSMMBRTests, PBSMjobsTimes, PBSMjobsTimesRelStdDev, PBSMsizeJoins, PBSMsizeJoinsRelStdDev,DJMBRTests, DJjobsTimes, DJjobsTimesRelStdDev, DJsizeJoins, DJsizeJoinsRelStdDev,REPJMBRTests, REPJjobsTimes, REPJjobsTimesRelStdDev, REPJsizeJoins, REPJsizeJoinsRelStdDev
dataset-1797_e4_r706.wkt.bz2,dataset-0981_e4_r706.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r707.wkt.bz2,dataset-0981_e4_r707.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r708.wkt.bz2,dataset-0981_e4_r708.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r709.wkt.bz2,dataset-0981_e4_r709.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r710.wkt.bz2,dataset-0981_e4_r710.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r711.wkt.bz2,dataset-0981_e4_r711.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r712.wkt.bz2,dataset-0981_e4_r712.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r713.wkt.bz2,dataset-0981_e4_r713.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r714.wkt.bz2,dataset-0981_e4_r714.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r715.wkt.bz2,dataset-0981_e4_r715.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r716.wkt.bz2,dataset-0981_e4_r716.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r717.wkt.bz2,dataset-0981_e4_r717.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r718.wkt.bz2,dataset-0981_e4_r718.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_e4_r719.wkt.bz2,dataset-0981_e4_r719.wkt.bz2,0.050778949,10,364190,458083,11,29,8471413918,0,0,0,0,0,5.43337E+12,11429.796,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4.wkt.bz2,dataset-1065_e4.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r720.wkt.bz2,dataset-1065_e4_r720.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r721.wkt.bz2,dataset-1065_e4_r721.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r722.wkt.bz2,dataset-1065_e4_r722.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r723.wkt.bz2,dataset-1065_e4_r723.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r724.wkt.bz2,dataset-1065_e4_r724.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r725.wkt.bz2,dataset-1065_e4_r725.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r726.wkt.bz2,dataset-1065_e4_r726.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r727.wkt.bz2,dataset-1065_e4_r727.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r728.wkt.bz2,dataset-1065_e4_r728.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r729.wkt.bz2,dataset-1065_e4_r729.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r730.wkt.bz2,dataset-1065_e4_r730.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r731.wkt.bz2,dataset-1065_e4_r731.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r732.wkt.bz2,dataset-1065_e4_r732.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r733.wkt.bz2,dataset-1065_e4_r733.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r734.wkt.bz2,dataset-1065_e4_r734.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r735.wkt.bz2,dataset-1065_e4_r735.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r736.wkt.bz2,dataset-1065_e4_r736.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r737.wkt.bz2,dataset-1065_e4_r737.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r738.wkt.bz2,dataset-1065_e4_r738.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r739.wkt.bz2,dataset-1065_e4_r739.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r740.wkt.bz2,dataset-1065_e4_r740.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r741.wkt.bz2,dataset-1065_e4_r741.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r742.wkt.bz2,dataset-1065_e4_r742.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r743.wkt.bz2,dataset-1065_e4_r743.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r744.wkt.bz2,dataset-1065_e4_r744.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r745.wkt.bz2,dataset-1065_e4_r745.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r746.wkt.bz2,dataset-1065_e4_r746.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r747.wkt.bz2,dataset-1065_e4_r747.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r748.wkt.bz2,dataset-1065_e4_r748.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r749.wkt.bz2,dataset-1065_e4_r749.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r750.wkt.bz2,dataset-1065_e4_r750.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r751.wkt.bz2,dataset-1065_e4_r751.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r752.wkt.bz2,dataset-1065_e4_r752.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r753.wkt.bz2,dataset-1065_e4_r753.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r754.wkt.bz2,dataset-1065_e4_r754.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r755.wkt.bz2,dataset-1065_e4_r755.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r756.wkt.bz2,dataset-1065_e4_r756.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r757.wkt.bz2,dataset-1065_e4_r757.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r758.wkt.bz2,dataset-1065_e4_r758.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r759.wkt.bz2,dataset-1065_e4_r759.wkt.bz2,0.050482743,10,80477,229069,5,13,930638563,0,0,0,0,0,4.99971E+11,1248.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4.wkt.bz2,dataset-0585_e4.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r760.wkt.bz2,dataset-0585_e4_r760.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r761.wkt.bz2,dataset-0585_e4_r761.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r762.wkt.bz2,dataset-0585_e4_r762.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r763.wkt.bz2,dataset-0585_e4_r763.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r764.wkt.bz2,dataset-0585_e4_r764.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r765.wkt.bz2,dataset-0585_e4_r765.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r766.wkt.bz2,dataset-0585_e4_r766.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r767.wkt.bz2,dataset-0585_e4_r767.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r768.wkt.bz2,dataset-0585_e4_r768.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r769.wkt.bz2,dataset-0585_e4_r769.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r770.wkt.bz2,dataset-0585_e4_r770.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r771.wkt.bz2,dataset-0585_e4_r771.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r772.wkt.bz2,dataset-0585_e4_r772.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r773.wkt.bz2,dataset-0585_e4_r773.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r774.wkt.bz2,dataset-0585_e4_r774.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r775.wkt.bz2,dataset-0585_e4_r775.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r776.wkt.bz2,dataset-0585_e4_r776.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r777.wkt.bz2,dataset-0585_e4_r777.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r778.wkt.bz2,dataset-0585_e4_r778.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r779.wkt.bz2,dataset-0585_e4_r779.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r780.wkt.bz2,dataset-0585_e4_r780.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r781.wkt.bz2,dataset-0585_e4_r781.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r782.wkt.bz2,dataset-0585_e4_r782.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r783.wkt.bz2,dataset-0585_e4_r783.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r784.wkt.bz2,dataset-0585_e4_r784.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r785.wkt.bz2,dataset-0585_e4_r785.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r786.wkt.bz2,dataset-0585_e4_r786.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r787.wkt.bz2,dataset-0585_e4_r787.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r788.wkt.bz2,dataset-0585_e4_r788.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r789.wkt.bz2,dataset-0585_e4_r789.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r790.wkt.bz2,dataset-0585_e4_r790.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r791.wkt.bz2,dataset-0585_e4_r791.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r792.wkt.bz2,dataset-0585_e4_r792.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r793.wkt.bz2,dataset-0585_e4_r793.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r794.wkt.bz2,dataset-0585_e4_r794.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r795.wkt.bz2,dataset-0585_e4_r795.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r796.wkt.bz2,dataset-0585_e4_r796.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r797.wkt.bz2,dataset-0585_e4_r797.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r798.wkt.bz2,dataset-0585_e4_r798.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r799.wkt.bz2,dataset-0585_e4_r799.wkt.bz2,0.050231999,10,80477,161305,5,15,652078788,0,0,0,0,0,5.89885E+11,1376.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4.wkt.bz2,dataset-1704_e4.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r800.wkt.bz2,dataset-1704_e4_r800.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r801.wkt.bz2,dataset-1704_e4_r801.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r802.wkt.bz2,dataset-1704_e4_r802.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r803.wkt.bz2,dataset-1704_e4_r803.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r804.wkt.bz2,dataset-1704_e4_r804.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r805.wkt.bz2,dataset-1704_e4_r805.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r806.wkt.bz2,dataset-1704_e4_r806.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r807.wkt.bz2,dataset-1704_e4_r807.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r808.wkt.bz2,dataset-1704_e4_r808.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r809.wkt.bz2,dataset-1704_e4_r809.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r810.wkt.bz2,dataset-1704_e4_r810.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r811.wkt.bz2,dataset-1704_e4_r811.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r812.wkt.bz2,dataset-1704_e4_r812.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r813.wkt.bz2,dataset-1704_e4_r813.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r814.wkt.bz2,dataset-1704_e4_r814.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r815.wkt.bz2,dataset-1704_e4_r815.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r816.wkt.bz2,dataset-1704_e4_r816.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r817.wkt.bz2,dataset-1704_e4_r817.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r818.wkt.bz2,dataset-1704_e4_r818.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r819.wkt.bz2,dataset-1704_e4_r819.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r820.wkt.bz2,dataset-1704_e4_r820.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r821.wkt.bz2,dataset-1704_e4_r821.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1930_e4_r822.wkt.bz2,dataset-1704_e4_r822.wkt.bz2,0.049674968,10,160122,475655,15,23,3783386124,0,0,0,0,0,4.01968E+12,7327.727,0,0,0,0,0,0,0,0,0,0,0,0,0
